#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)"
560000,1119.9999999873394,-52979.85806672351,302.9603511222032
565000,1129.999999987103,-52523.71162271884,309.6513165447971
570000,1139.9999999868664,-52835.035181772895,292.91982017932025
575000,1149.99999998663,-52805.68146675077,302.6331595700223
580000,1159.9999999863935,-52714.843446583196,287.8710206058415
585000,1169.999999986157,-52479.488796349644,300.0201614594285
590000,1179.9999999859206,-52928.61164199028,303.7992470070986
595000,1189.999999985684,-52703.900345250295,308.382439601996
600000,1199.9999999854476,-52851.36608355882,307.4583587891972
605000,1209.9999999852112,-52900.715579725074,289.3212765010689
610000,1219.9999999849747,-53449.15662708611,300.7250235896705
615000,1229.9999999847382,-53062.820706470666,299.7424499842886
620000,1239.9999999845018,-52854.01865075156,289.2227527745608
625000,1249.9999999842653,-52982.45885405262,290.9660826716953
630000,1259.9999999840288,-52875.79599773849,297.62347487190283
635000,1269.9999999837923,-53075.64194992988,300.1520203770114
640000,1279.9999999835559,-52984.321328092105,297.3559811478901
645000,1289.9999999833194,-53220.449045239424,294.24393073874757
650000,1299.999999983083,-52817.37481128363,295.9150251020977
655000,1309.9999999828465,-53080.923435886914,292.35331265308076
660000,1319.99999998261,-52929.151275901706,291.4235608778614
665000,1329.9999999823735,-52425.604583685985,292.56366324019046
670000,1339.999999982137,-52836.34571835378,304.1236344269961
675000,1349.9999999819006,-52911.69232907143,297.9933915138369
680000,1359.9999999816641,-52996.53126906787,300.322700379073
685000,1369.9999999814277,-53008.757479539956,293.97193576116877
690000,1379.9999999811912,-53102.46901404101,298.92339922899384
695000,1389.9999999809547,-53047.92176389988,297.95974651825577
700000,1399.9999999807183,-52980.20580004025,301.1165090716462
705000,1409.9999999804818,-52857.90276483627,301.62005606466977
710000,1419.9999999802453,-53041.56591682776,289.74275075636405
715000,1429.9999999800089,-52785.741532275715,296.2698400399705
720000,1439.9999999797724,-52751.447994142305,301.9332595712428
725000,1449.999999979536,-52791.095857228094,305.4890534493517
730000,1459.9999999792994,-52387.90748082692,300.01638841001613
735000,1469.999999979063,-53257.85517174337,299.82626242367223
740000,1479.9999999788265,-52888.17845651449,290.5349401306103
745000,1489.99999997859,-53258.59830304532,297.74898567803785
750000,1499.9999999783536,-52920.580554467335,294.92879788568
755000,1509.999999978117,-52825.57011346836,300.53675691746207
760000,1519.9999999778806,-52953.369363954465,299.0032968931402
765000,1529.9999999776442,-52904.70676040155,303.9394636243673
770000,1539.9999999774077,-52924.1233378748,295.703693021928
775000,1549.9999999771712,-52665.7456588214,296.62859422767553
780000,1559.9999999769348,-52850.58499454078,304.9633631809984
785000,1569.9999999766983,-53239.63582831487,303.28431740189336
790000,1579.9999999764618,-52848.75476108657,302.5644358773384
795000,1589.9999999762254,-52872.15922092984,301.54280359818216
800000,1599.9999999759889,-52793.84639874584,297.8891115643231
805000,1609.9999999757524,-52816.90965160457,298.82672319858824
810000,1619.999999975516,-52265.286572104815,296.3051000664999
815000,1629.9999999752795,-52751.04240033217,293.30452983314154
820000,1639.999999975043,-52902.66509398,293.771980817322
825000,1649.9999999748065,-53153.30606347666,303.25749503980137
830000,1659.99999997457,-52713.364896610205,300.67295786991053
835000,1669.9999999743336,-52590.197501952585,294.6640210010146
840000,1679.9999999740971,-52939.851827694394,303.05676154398975
845000,1689.9999999738607,-53044.21685408079,305.3733262635349
850000,1699.9999999736242,-53123.11756262119,298.88359774261477
855000,1709.9999999733877,-53012.85107088974,296.43364682201286
860000,1719.9999999731513,-52931.703263627394,301.26059499998456
865000,1729.9999999729148,-52773.381459238444,290.70318965941055
870000,1739.9999999726783,-52928.641239035904,295.6144214022756
875000,1749.9999999724419,-53008.96220023939,298.5718892855491
880000,1759.9999999722054,-52784.68240620676,296.95669491063376
885000,1769.999999971969,-52686.356849038275,295.95162099570786
890000,1779.9999999717324,-52882.14611653992,301.77833002386444
895000,1789.999999971496,-52942.47648061556,302.6583165610085
900000,1799.9999999712595,-52602.37893555162,297.97828474118484
905000,1809.999999971023,-53240.21940996923,300.0774770663663
910000,1819.9999999707866,-53086.8675889537,299.07773487481575
915000,1829.99999997055,-53074.978900220915,310.00860926438145
920000,1839.9999999703136,-52944.3953270574,290.68236422808957
925000,1849.9999999700772,-53183.326418779005,299.5345261168951
930000,1859.9999999698407,-52774.20452953424,305.44847034892734
935000,1869.9999999696042,-53176.7300507256,298.0741316136263
940000,1879.9999999693678,-52795.314688287675,295.603751432645
945000,1889.9999999691313,-52769.95416932969,303.0195052763437
950000,1899.9999999688948,-53075.32130709046,294.87597646082213
955000,1909.9999999686584,-52749.44281761447,302.10791824103444
960000,1919.999999968422,-52624.35437308828,306.92678556982054
965000,1929.9999999681854,-53279.5610505892,296.19416660959547
970000,1939.999999967949,-52708.71074765062,299.91258137307113
975000,1949.9999999677125,-52775.1162276518,293.5507676524995
980000,1959.999999967476,-52972.67140555219,302.86467659361006
985000,1969.9999999672395,-52937.20035607583,298.52645072127507
990000,1979.999999967003,-53111.47249170652,289.37168506630763
995000,1989.9999999667666,-53279.24970515433,297.5911748011423
1000000,1999.9999999665301,-53028.585760357644,300.7681699866015
1005000,2009.9999999662937,-53018.257174736646,296.8787741802294
1010000,2019.9999999660572,-52678.61452252377,297.95164164150816
1015000,2029.9999999658207,-52700.34160593341,296.7981281392553
1020000,2039.9999999655843,-52941.766853974,304.0369622058993
1025000,2049.999999965348,-52781.09024731757,303.1121708077204
1030000,2059.9999999651113,-53215.84116559071,302.8695223606022
1035000,2069.999999964875,-52992.27320368617,301.15754273095945
1040000,2079.9999999646384,-53062.237613397505,301.2222803675372
1045000,2089.999999964402,-52862.483192293,302.0122268417847
1050000,2099.9999999641655,-52651.429735166195,305.56579400026374
1055000,2109.999999963929,-52685.895908460574,300.9805504088336
1060000,2119.9999999636925,-52734.036668733606,300.68620160307546
1065000,2129.999999963456,-53346.74134730318,300.0866570410133
1070000,2139.9999999632196,-53082.198474073695,308.5533196162727
1075000,2149.999999962983,-52595.99540903192,303.32207033947424
1080000,2159.9999999627466,-52788.886401740136,299.1203848933285
1085000,2169.99999996251,-53122.31891852277,306.4502366079349
1090000,2179.9999999622737,-52566.52687338626,299.12538803535097
1095000,2189.9999999620372,-53116.58137633311,292.3426641433248
1100000,2199.9999999618008,-52295.312800642656,291.7536531649456
1105000,2209.9999999615643,-52931.33285794471,305.1898274250935
1110000,2219.999999961328,-52647.78215301648,299.14935234843654
1115000,2229.9999999610914,-52771.25380367285,301.74262812107094
1120000,2239.999999960855,-52995.28893989962,301.9154277892257
1125000,2249.9999999606184,-52523.12438395785,297.63582453686735
1130000,2259.999999960382,-52701.28620400783,304.78785135476403
1135000,2269.9999999601455,-52626.864530526334,295.9004698488649
1140000,2279.999999959909,-52804.56736389996,293.360456040134
1145000,2289.9999999596726,-53132.80054055955,297.9577845688501
1150000,2299.999999959436,-52650.798953259015,301.31994070089814
1155000,2309.9999999591996,-53195.931034426816,301.08766622599904
1160000,2319.999999958963,-52669.8892749995,294.0156871928451
1165000,2329.9999999587267,-52779.33126595378,305.73841904076977
1170000,2339.99999995849,-52836.108142982004,302.65529774329013
1175000,2349.9999999582537,-52889.553296054306,305.22479560985846
1180000,2359.9999999580173,-53273.41306301049,295.80990905095086
1185000,2369.999999957781,-52798.203888790886,299.5803374193937
1190000,2379.9999999575443,-52960.87134627922,307.7772808507898
1195000,2389.999999957308,-53118.08509688979,295.5490099359691
1200000,2399.9999999570714,-53008.11096315304,294.5616893381247
1205000,2409.999999956835,-52837.40795946168,290.9809850145062
1210000,2419.9999999565985,-53116.136005806475,293.1867634917623
1215000,2429.999999956362,-53070.14069763763,298.5527060148569
1220000,2439.9999999561255,-52898.70958710209,302.7565682293247
1225000,2449.999999955889,-52957.82719579138,294.62648722498824
1230000,2459.9999999556526,-52747.91671438477,297.5041989970773
1235000,2469.999999955416,-52671.7735766565,299.3980459928597
1240000,2479.9999999551796,-52825.53963586359,300.98052795772054
1245000,2489.999999954943,-52755.47290423146,299.8323126578363
1250000,2499.9999999547067,-53216.29081208387,294.8305088040587
1255000,2509.9999999544702,-52569.71144270545,308.9766783651568
1260000,2519.9999999542338,-52937.063115569414,291.9714993840579
1265000,2529.9999999539973,-53078.39777900546,298.9956648777344
1270000,2539.999999953761,-53184.3540771188,295.06081649933384
1275000,2549.9999999535244,-52852.637141966086,292.47539127545974
1280000,2559.999999953288,-52737.04526306418,291.1274745240507
1285000,2569.9999999530514,-52971.16092631567,301.23389401229997
1290000,2579.999999952815,-53222.48895492294,299.41460750636145
1295000,2589.9999999525785,-52953.60437257981,301.6249270949645
1300000,2599.999999952342,-53083.41151530109,310.19490051233015
1305000,2609.9999999521056,-53001.20951603455,298.7167033848931
1310000,2619.999999951869,-52643.790592865145,292.2578549821111
1315000,2629.9999999516326,-53143.49786864902,300.97334654059273
1320000,2639.999999951396,-52855.90174126142,295.19020283087053
1325000,2649.9999999511597,-52604.66410088542,301.46578536856623
1330000,2659.999999950923,-52802.90338280535,299.82310046730544
1335000,2669.9999999506867,-53038.18647531507,301.24899381064563
1340000,2679.9999999504503,-53187.60058882646,302.07561691472324
1345000,2689.999999950214,-52670.706242676126,302.9169167179522
1350000,2699.9999999499773,-52926.33665588897,296.1778782412451
1355000,2709.999999949741,-52810.78161157697,299.8992092392619
1360000,2719.9999999495044,-52817.219860810816,302.0308643385014
1365000,2729.999999949268,-53081.31382604866,296.99718236284133
1370000,2739.9999999490315,-52570.83698164532,300.5679950365241
1375000,2749.999999948795,-52548.82731486007,300.04312294864053
1380000,2759.9999999485585,-52434.291351315536,296.37314710069904
1385000,2769.999999948322,-52934.55608929234,303.29067915107004
1390000,2779.9999999480856,-52710.672068146116,296.68669205973646
1395000,2789.999999947849,-52915.823425616865,304.2280645545886
1400000,2799.9999999476127,-52761.03589920135,294.255027413398
1405000,2809.999999947376,-53219.74775461355,295.93931675603807
1410000,2819.9999999471397,-52921.99842403631,294.93814389521623
1415000,2829.9999999469032,-52951.58571204438,297.912255217377
1420000,2839.999999946667,-53233.839980535064,293.0670720294691
1425000,2849.9999999464303,-52873.27105122039,287.8769984553201
1430000,2859.999999946194,-52755.27259301863,299.0878787908036
1435000,2869.9999999459574,-52968.20066073022,297.08239080637816
1440000,2879.999999945721,-53095.30125375325,299.8509574191596
1445000,2889.9999999454844,-52840.2045636508,300.02394738466694
1450000,2899.999999945248,-53313.95354980981,304.8782240464472
1455000,2909.9999999450115,-53066.39812957868,298.14814854174733
1460000,2919.999999944775,-52921.89720491922,299.481082687553
1465000,2929.9999999445386,-52674.231283094035,303.1931432231856
1470000,2939.999999944302,-53043.262297519395,307.17293534740867
1475000,2949.9999999440656,-53037.117136145185,290.44619442020144
1480000,2959.999999943829,-52912.90764270944,294.6946112171684
1485000,2969.9999999435927,-52585.19373926669,301.96288324943356
1490000,2979.999999943356,-52962.637704251654,302.80577811966305
1495000,2989.9999999431197,-52838.83987864194,299.6585862349425
1500000,2999.9999999428833,-52781.93233207939,301.41775492813224
1505000,3009.999999942647,-52847.41857623297,300.80779815042814
1510000,3019.9999999424103,-52418.562033715745,303.9221148079369
1515000,3029.999999942174,-52759.18334316957,294.4713343157024
1520000,3039.9999999419374,-52712.964136281196,299.4954807349653
1525000,3049.999999941701,-53061.01912861681,300.3446333462201
1530000,3059.9999999414645,-53231.730362354196,303.068158832899
1535000,3069.999999941228,-52893.09574859825,300.1721864958573
1540000,3079.9999999409915,-52924.999561745964,308.47239858964156
1545000,3089.999999940755,-52893.004967463785,296.20321808585254
1550000,3099.9999999405186,-53039.5877182539,300.5246412805556
1555000,3109.999999940282,-52395.16322300237,297.6386353976214
1560000,3119.9999999400457,-52656.39620765217,305.88834017798075
1565000,3129.999999939809,-52755.44808272843,292.8054592325539
1570000,3139.9999999395727,-52423.022423810995,294.7396994578135
1575000,3149.9999999393362,-52964.10244152293,303.2148270039185
1580000,3159.9999999391,-52770.0728829414,294.1070389201533
1585000,3169.9999999388633,-53137.04098116557,294.0308276292161
1590000,3179.999999938627,-53052.94311140067,299.88087121779824
1595000,3189.9999999383904,-52811.527861185226,302.9277615473129
1600000,3199.999999938154,-52964.663000514,295.9648502346425
1605000,3209.9999999379174,-52822.997461381805,293.28159501255277
1610000,3219.999999937681,-52689.17991892347,290.06634727412626
1615000,3229.9999999374445,-52946.55601445009,298.0822976454591
1620000,3239.999999937208,-53188.73945039831,306.2274365551511
1625000,3249.9999999369716,-52873.297384891426,291.08072336067823
1630000,3259.999999936735,-52889.72761958765,299.7650634111192
1635000,3269.9999999364986,-52906.280114587775,295.98537180014944
1640000,3279.999999936262,-53337.285631530656,297.1280591221755
1645000,3289.9999999360257,-52639.441093462054,304.6964463621626
1650000,3299.999999935789,-52918.602905826905,304.356111314538
1655000,3309.9999999355528,-52710.39422878262,300.42459262018593
1660000,3319.9999999353163,-52871.10171157698,297.05525354849203
1665000,3329.99999993508,-52765.403184561554,296.42718507353135
1670000,3339.9999999348433,-53297.425274785026,293.9009011309129
1675000,3349.999999934607,-52872.181784488086,295.13187258432475
1680000,3359.9999999343704,-52777.89203022892,304.77614809054734
1685000,3369.999999934134,-53160.72821432917,300.40708788785355
1690000,3379.9999999338975,-52761.692823916615,289.83058796336184
1695000,3389.999999933661,-52548.0950097545,304.0423393178176
1700000,3399.9999999334245,-52811.13347570985,302.5685750566947
1705000,3409.999999933188,-52666.173306196084,298.05523176252797
1710000,3419.9999999329516,-53018.97557118427,298.71152239886777
1715000,3429.999999932715,-52749.736300273566,300.54792202199224
1720000,3439.9999999324787,-52870.841811763035,299.01161282033996
1725000,3449.999999932242,-53093.93387386197,302.745553649254
1730000,3459.9999999320057,-52682.39109883312,309.9780575294957
1735000,3469.9999999317693,-52775.07725250698,290.89217918532677
1740000,3479.999999931533,-53020.795933959715,294.96988254465276
1745000,3489.9999999312963,-52837.99686119656,305.74699193010576
1750000,3499.99999993106,-52690.72075103142,299.61793132335504
1755000,3509.9999999308234,-53214.3902534277,296.41627555479704
1760000,3519.999999930587,-52750.783572449756,304.39434752445965
1765000,3529.9999999303504,-53176.88631509614,304.60698588183976
1770000,3539.999999930114,-52596.88757712729,308.02121553267756
1775000,3549.9999999298775,-52772.56787798178,294.34480357887253
1780000,3559.999999929641,-53092.005043353536,303.63918109237665
1785000,3569.9999999294046,-53048.646492511005,297.4912399606896
1790000,3579.999999929168,-52912.84222717397,305.0328522207823
1795000,3589.9999999289316,-52370.121427316975,304.2866549510009
1800000,3599.999999928695,-53416.364706058666,296.6448452193572
1805000,3609.9999999284587,-52763.74643466907,293.9792908920707
1810000,3619.999999928222,-52880.68196665723,301.8229571926258
1815000,3629.9999999279858,-52795.97397779027,301.0631697792869
1820000,3639.9999999277493,-52817.339841266075,306.02168171016194
1825000,3649.999999927513,-53171.95884301342,304.102709303828
1830000,3659.9999999272763,-53170.19016173313,295.59830045256956
1835000,3669.99999992704,-52858.334085723094,298.978310091442
1840000,3679.9999999268034,-52674.47963562666,299.48589555931096
1845000,3689.999999926567,-53106.52159729024,293.28917474041856
1850000,3699.9999999263305,-53067.89224757979,292.47160324471105
1855000,3709.999999926094,-52903.689036456286,304.0231289536454
1860000,3719.9999999258575,-53226.9372664853,299.6491306028178
1865000,3729.999999925621,-53024.893777626305,300.4722611485905
1870000,3739.9999999253846,-52609.25602004229,297.779764108371
1875000,3749.999999925148,-53077.2998509396,302.33782210160666
1880000,3759.9999999249117,-53043.06882530637,294.0578059685515
1885000,3769.999999924675,-53030.219558187295,295.0630473672282
1890000,3779.9999999244387,-52878.51052608786,304.2102406608927
1895000,3789.9999999242023,-53134.75069880547,304.7473806695579
1900000,3799.999999923966,-52731.976579226815,297.7800371309558
1905000,3809.9999999237293,-52996.306623221,298.1398185775021
1910000,3819.999999923493,-53464.97891295992,287.6850598187978
1915000,3829.9999999232564,-52947.147262202634,296.1022336723684
1920000,3839.99999992302,-52777.60223623738,288.85611545590115
1925000,3849.9999999227834,-52943.56248142765,296.171648816262
1930000,3859.999999922547,-52943.134533025644,292.7608220043375
1935000,3869.9999999223105,-53009.63453197884,305.0138335329044
1940000,3879.999999922074,-52950.61045416127,294.58699576773677
1945000,3889.9999999218376,-52876.769007776544,292.73104585046997
1950000,3899.999999921601,-53119.03663599031,294.8994026677338
1955000,3909.9999999213646,-52989.76520023547,297.745724314399
1960000,3919.999999921128,-52713.96757988664,296.57112338709004
1965000,3929.9999999208917,-53036.66696905039,297.6087975054999
1970000,3939.9999999206552,-53154.008473808644,297.9531934528675
1975000,3949.9999999204188,-52789.07990438718,301.08162498213545
1980000,3959.9999999201823,-53074.452520212915,305.31840424954396
1985000,3969.999999919946,-52790.389914587024,303.18477515578957
1990000,3979.9999999197094,-52797.80860444109,297.6385404442367
1995000,3989.999999919473,-52996.70991035696,309.60173747389
2000000,3999.9999999192364,-52648.68443302903,305.0271097269758
2005000,4009.999999919,-52623.91613090108,302.9025805942185
2010000,4019.9999999187635,-53020.11204843418,297.8692361222729
2015000,4029.999999918527,-52599.197214886546,303.7709066122194
2020000,4039.9999999182905,-52636.799023539934,297.99322266660454
2025000,4049.999999918054,-52947.2347007083,297.82342771110433
2030000,4059.9999999178176,-52551.03456617598,302.36388114612754
2035000,4069.999999917581,-52900.007465604605,294.1026522989751
2040000,4079.9999999173447,-53129.69535228846,293.54393293178845
2045000,4089.999999917108,-52837.61101639422,293.4970353209237
2050000,4099.999999917781,-53078.28971716584,295.30690563573575
2055000,4109.999999919818,-53412.43961617042,293.9062386334063
2060000,4119.999999921855,-53135.995752088056,297.43706078717946
2065000,4129.999999923893,-52954.74044159934,297.63679064312726
2070000,4139.99999992593,-52866.30586509663,297.2801070682713
2075000,4149.999999927967,-52808.79575166528,300.1322285883308
2080000,4159.999999930004,-52945.6473127098,295.8117342597627
2085000,4169.999999932042,-52964.04802782851,290.0650022505212
2090000,4179.999999934079,-52888.27026596514,291.5000951840264
2095000,4189.999999936116,-52931.072303293215,297.464608066155
2100000,4199.999999938153,-52811.88842140665,300.5539080381008
2105000,4209.999999940191,-52749.584574999,295.6138496586513
2110000,4219.999999942228,-53069.24546312791,293.9383469972969
2115000,4229.999999944265,-53133.40326835128,303.6746165966005
2120000,4239.9999999463025,-53309.946978152846,305.5403501427715
2125000,4249.99999994834,-52809.22657504759,301.04649326187763
2130000,4259.999999950377,-52853.94428015352,296.81218938969647
2135000,4269.999999952414,-52598.840291587665,294.72776546881494
2140000,4279.999999954452,-52812.60828308697,307.17407732724377
2145000,4289.999999956489,-52780.63832981733,301.33295397613597
2150000,4299.999999958526,-52919.66241513856,292.6196029826461
2155000,4309.999999960563,-52846.20975383342,296.84073423682145
2160000,4319.999999962601,-53415.5561504963,300.2884585594482
2165000,4329.999999964638,-53201.57676508004,300.7458631037684
2170000,4339.999999966675,-52592.94212577504,292.92704897961477
2175000,4349.9999999687125,-52736.05927511011,304.13636436876095
2180000,4359.99999997075,-53112.546131316485,295.5265495949548
2185000,4369.999999972787,-52805.95196106142,291.02823683792974
2190000,4379.999999974824,-52600.067613180785,294.69262850174874
2195000,4389.999999976862,-53285.622726391564,298.57089707190624
2200000,4399.999999978899,-52958.634077822935,290.38747945476797
2205000,4409.999999980936,-53090.734576204355,301.7656042833046
2210000,4419.999999982973,-53010.65370106467,299.8693943516587
2215000,4429.999999985011,-52635.38331902641,299.5300086641327
2220000,4439.999999987048,-52821.82235127612,284.87166265388385
2225000,4449.999999989085,-52562.42884194851,299.41621027590236
2230000,4459.999999991122,-52885.44642143726,295.63308426870447
2235000,4469.99999999316,-52944.757712580555,299.8908185063041
2240000,4479.999999995197,-52934.53622166708,299.63084751676143
2245000,4489.999999997234,-52779.41675686932,299.7959752637695
2250000,4499.9999999992715,-53162.26501400367,296.3718714576332
2255000,4510.000000001309,-52858.32035341408,306.55807096514144
2260000,4520.000000003346,-52642.73645897891,294.8813602984978
2265000,4530.000000005383,-52920.79024713789,291.5018826833798
2270000,4540.000000007421,-53170.98598624329,300.4742399025781
2275000,4550.000000009458,-53097.53936132643,302.95933991454376
2280000,4560.000000011495,-52958.33354429636,294.69612015573966
2285000,4570.000000013532,-53036.23532698548,304.3647172742585
2290000,4580.00000001557,-52604.85204286955,298.34838971623196
2295000,4590.000000017607,-52829.41830085823,292.61565898272397
2300000,4600.000000019644,-52774.43421618562,302.8156548680388
2305000,4610.000000021681,-52923.34748531613,291.017573229349
2310000,4620.000000023719,-53222.03972658064,294.7256333579807
2315000,4630.000000025756,-53228.21416483703,297.19566532978075
2320000,4640.000000027793,-52838.64439658457,303.68114111969703
2325000,4650.0000000298305,-52968.79871100446,297.8094508242776
2330000,4660.000000031868,-52963.819745179004,304.87384334252323
2335000,4670.000000033905,-52732.34445664546,297.4705255557254
2340000,4680.000000035942,-53167.737988302455,297.5254680965243
2345000,4690.00000003798,-52915.269324099645,294.4737356345243
2350000,4700.000000040017,-52610.303605997935,308.3378130114753
2355000,4710.000000042054,-53189.64039551429,294.4813313417028
2360000,4720.000000044091,-53079.71291067684,299.12032639788305
2365000,4730.000000046129,-52324.0225881408,301.3546501935216
2370000,4740.000000048166,-53201.81231240637,298.3012845660777
2375000,4750.000000050203,-52608.3891600295,301.1548875285669
2380000,4760.0000000522405,-52936.169876228174,304.0602746661913
2385000,4770.000000054278,-52742.08558028916,298.00842850917417
2390000,4780.000000056315,-53280.869482085895,294.734680602352
2395000,4790.000000058352,-52695.232710827724,301.7340303042831
2400000,4800.0000000603895,-53246.48832541314,302.4714612950967
2405000,4810.000000062427,-52844.12774837951,298.80505330227277
