#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)"
200000,400.00000000118183,-51584.97361958923,303.7949844441342
205000,410.0000000012296,-51487.72658961863,310.30292757818165
210000,420.00000000127733,-51395.79756403802,297.6132614146363
215000,430.0000000013251,-51522.02579790802,300.8365121777719
220000,440.0000000013728,-51257.59786602808,305.63153143507685
225000,450.0000000014206,-51437.83236754144,300.09867914589586
230000,460.0000000014683,-50972.68088148051,297.9386443373174
235000,470.00000000151607,-51512.382222491375,294.3424560123605
240000,480.0000000015638,-51331.766596160596,298.1648569649091
245000,490.00000000161157,-51629.56877313569,302.7768485771567
250000,500.0000000016593,-51411.74010027663,296.60197153211067
255000,510.00000000170706,-51308.1693363277,299.98768891372265
260000,520.0000000015274,-51473.81989763485,299.7200798098816
265000,530.0000000012909,-51864.63578281933,302.8551634211517
270000,540.0000000010544,-51494.5573839194,292.6814812901179
275000,550.000000000818,-51642.62731430109,298.8863356115817
280000,560.0000000005815,-51147.76291525137,300.3875101044686
285000,570.000000000345,-51588.02703584655,299.36673855073
290000,580.0000000001086,-51534.556037994334,300.0637652987214
295000,589.9999999998721,-51340.1607880129,296.04106069449114
300000,599.9999999996356,-51638.59848123658,300.48815373009575
305000,609.9999999993992,-51383.06607458211,303.84501022701846
310000,619.9999999991627,-51520.81190597848,306.24534451712907
315000,629.9999999989262,-51458.6085904231,303.9008820586024
320000,639.9999999986898,-51577.136304638494,305.9118068927322
325000,649.9999999984533,-50997.26917565262,289.6312926441816
330000,659.9999999982168,-51152.803822104266,301.8727001256273
335000,669.9999999979804,-51619.53647619832,293.90312635853246
340000,679.9999999977439,-51459.87199947197,308.494678463059
345000,689.9999999975074,-51354.88655661294,307.4234636792326
350000,699.999999997271,-51591.50462051318,291.07665020299316
355000,709.9999999970345,-51598.27529105556,300.4235831539348
360000,719.999999996798,-51250.333424762735,301.5392675513479
365000,729.9999999965615,-51378.018733085366,299.7310868505907
370000,739.9999999963251,-51084.29951904065,282.43357125796246
375000,749.9999999960886,-51746.31640670993,291.78834261414386
380000,759.9999999958521,-51593.21668045607,307.5312742098723
385000,769.9999999956157,-51464.45431336528,290.923928821686
390000,779.9999999953792,-51373.033219491306,292.579632847915
395000,789.9999999951427,-51611.64301753155,301.74241742633546
400000,799.9999999949063,-51659.882444731134,299.25406788676105
405000,809.9999999946698,-51549.37790548804,286.6968743841296
410000,819.9999999944333,-51310.989463340666,289.59486939353076
415000,829.9999999941969,-51659.59828059818,293.44216395407335
420000,839.9999999939604,-51857.59347745261,289.6198673347609
425000,849.9999999937239,-51602.964608726295,291.79413860403366
430000,859.9999999934874,-51681.34844498578,293.471190035091
435000,869.999999993251,-51443.776825123234,299.09222560617565
440000,879.9999999930145,-51414.64287195366,301.2903035538744
445000,889.999999992778,-51613.52119724074,295.4836175968629
450000,899.9999999925416,-51406.51926589591,302.527026715997
455000,909.9999999923051,-51532.83385958508,296.00047817713346
460000,919.9999999920686,-51643.59596860173,299.57373102979415
465000,929.9999999918322,-51752.945995738584,292.86698114877674
470000,939.9999999915957,-51747.03176056247,297.1486511261148
475000,949.9999999913592,-51443.538318098785,303.71440231853813
480000,959.9999999911228,-51899.16456565511,297.9606269130344
485000,969.9999999908863,-51331.2457973453,306.49375475602744
490000,979.9999999906498,-51502.663737699564,303.2023382742509
495000,989.9999999904134,-51662.601323876675,296.9288667287212
500000,999.9999999901769,-51418.921298287576,297.3704174121859
505000,1009.9999999899404,-51492.74650808281,299.002509499569
510000,1019.999999989704,-51590.610167552484,299.0595942534201
515000,1029.9999999894676,-51252.667906796385,300.9341093692263
520000,1039.9999999892311,-51484.36888621631,295.81541881048264
525000,1049.9999999889947,-51718.311679909995,301.5078455315621
530000,1059.9999999887582,-51444.884057565505,297.54760922702013
535000,1069.9999999885217,-51485.14628704215,299.8890489622055
540000,1079.9999999882853,-51191.23760406667,299.14934294562505
545000,1089.9999999880488,-51676.56546532194,299.34312102889265
550000,1099.9999999878123,-51596.0876961764,290.80420184404534
555000,1109.9999999875758,-51242.44291066495,304.38668539234544
560000,1119.9999999873394,-51703.931257429795,301.0518212584232
565000,1129.999999987103,-51886.34488102034,297.03458957353695
570000,1139.9999999868664,-51265.79482408581,307.04803355195247
575000,1149.99999998663,-51166.96232239893,298.7343358243865
580000,1159.9999999863935,-51190.37492033531,292.0606990618374
585000,1169.999999986157,-51108.146054128185,303.20118792843317
590000,1179.9999999859206,-51659.641031124425,290.20733087692827
595000,1189.999999985684,-51656.41426093638,299.85797630178376
600000,1199.9999999854476,-51138.95561354022,296.05059319746636
605000,1209.9999999852112,-51190.556178862986,297.4556630905279
610000,1219.9999999849747,-51203.494532556564,295.50777007179096
615000,1229.9999999847382,-51378.53842140868,295.6625282830729
620000,1239.9999999845018,-51608.93201702583,298.12351024979273
625000,1249.9999999842653,-51651.583042154525,293.46080539813937
630000,1259.9999999840288,-51316.28839116759,300.985508185036
635000,1269.9999999837923,-51816.82567077517,288.2096604630074
640000,1279.9999999835559,-51489.703027342155,309.00775022253663
645000,1289.9999999833194,-51673.37628676748,300.18504361629385
650000,1299.999999983083,-51127.45532097382,300.6431935963134
655000,1309.9999999828465,-50941.41079278753,309.23487035218784
660000,1319.99999998261,-51416.84992229854,289.2404856732668
665000,1329.9999999823735,-51300.001861479395,299.76865978369614
670000,1339.999999982137,-51544.015877818514,298.4230515770157
675000,1349.9999999819006,-51582.75194839921,295.89471023545843
680000,1359.9999999816641,-51694.5946134683,304.35736521414594
685000,1369.9999999814277,-51307.30591885731,295.6336983341504
690000,1379.9999999811912,-51916.89128052682,297.6013740461319
695000,1389.9999999809547,-51718.497790532245,299.6293291202155
700000,1399.9999999807183,-51378.637403962115,299.33260340295175
705000,1409.9999999804818,-50908.45580022893,297.02780663923505
710000,1419.9999999802453,-51461.1699725026,300.2713492087386
715000,1429.9999999800089,-51739.96774582288,295.6358703932115
720000,1439.9999999797724,-51223.507734767685,303.596699067672
725000,1449.999999979536,-51703.64655163721,289.1070744841468
730000,1459.9999999792994,-51729.16338655495,298.362924553841
735000,1469.999999979063,-51447.742804725276,292.749780998433
740000,1479.9999999788265,-51802.61916155275,298.6984953493584
745000,1489.99999997859,-51311.177450986,302.27617127590605
750000,1499.9999999783536,-51669.312422714225,293.17040697833204
755000,1509.999999978117,-51437.97708686974,304.4153367813935
760000,1519.9999999778806,-51235.377198711445,293.4728575977637
765000,1529.9999999776442,-51113.65826567245,300.9646574717434
770000,1539.9999999774077,-51280.1766990578,297.32479055838706
775000,1549.9999999771712,-51495.25663652268,296.82530530931615
780000,1559.9999999769348,-51397.68879084964,302.5886108677365
785000,1569.9999999766983,-51551.56543055529,295.45989817454546
790000,1579.9999999764618,-51708.49053693106,299.42822445887634
795000,1589.9999999762254,-51595.27694586085,307.3635332006705
800000,1599.9999999759889,-51488.135495177994,301.4297844738797
805000,1609.9999999757524,-51452.65931304518,298.2761295090161
810000,1619.999999975516,-51648.916468096926,298.4021665902103
815000,1629.9999999752795,-51723.06870250171,303.51796806494696
820000,1639.999999975043,-51817.12720119994,307.7101282454771
825000,1649.9999999748065,-51687.40726038258,299.87542075308124
830000,1659.99999997457,-51169.697858868836,308.89385666550226
835000,1669.9999999743336,-51524.779298828245,296.73991724824634
840000,1679.9999999740971,-51386.81429721136,297.758233206342
845000,1689.9999999738607,-51330.71045840622,302.718419447196
850000,1699.9999999736242,-51236.779044091585,297.6746341791251
855000,1709.9999999733877,-51237.506401097955,295.72763038856596
860000,1719.9999999731513,-51390.388264542096,293.8064841696839
865000,1729.9999999729148,-51471.76897488939,294.68894670867115
870000,1739.9999999726783,-51407.36336522596,297.1988592752921
875000,1749.9999999724419,-51669.91722340492,299.75950185916366
880000,1759.9999999722054,-51784.23712325527,284.2393087343644
885000,1769.999999971969,-51853.23872923007,305.66344366494127
890000,1779.9999999717324,-51315.2362645058,296.2408604897824
895000,1789.999999971496,-51264.131303052505,304.9539698713453
900000,1799.9999999712595,-51305.149576632626,295.77754542723875
905000,1809.999999971023,-51510.180500800605,294.8148302949377
910000,1819.9999999707866,-51499.17587471538,301.65768319257205
915000,1829.99999997055,-51305.330443457555,299.8701349978617
920000,1839.9999999703136,-51498.4652820474,295.36345430151977
925000,1849.9999999700772,-51454.5962217545,307.6904343731226
930000,1859.9999999698407,-52020.39970093648,304.3484221394913
935000,1869.9999999696042,-51278.25694375523,300.88172045578574
940000,1879.9999999693678,-51354.946945258154,292.83938933443534
945000,1889.9999999691313,-51436.62465696092,295.98202715619766
950000,1899.9999999688948,-51437.11165774168,299.97413766187327
955000,1909.9999999686584,-51563.59990707663,300.5358244335588
960000,1919.999999968422,-51386.84199195934,296.2041255348896
965000,1929.9999999681854,-51401.659978501935,303.44806694409004
970000,1939.999999967949,-51226.41797113931,300.52845488956257
975000,1949.9999999677125,-51492.09559720848,301.5539201446321
980000,1959.999999967476,-51659.332431896095,296.7957765669117
985000,1969.9999999672395,-51917.318872859876,307.1337758646446
990000,1979.999999967003,-51838.796330311336,307.18460123905214
995000,1989.9999999667666,-51274.25018303003,295.0913656857227
1000000,1999.9999999665301,-51605.40241059795,294.7014246529058
1005000,2009.9999999662937,-51524.30293859076,299.0185124390467
1010000,2019.9999999660572,-51545.2475836942,305.36809959894026
1015000,2029.9999999658207,-51375.66324087622,294.71982786489576
1020000,2039.9999999655843,-51307.10463542273,294.9860545445959
1025000,2049.999999965348,-51304.62632513826,303.830955019158
1030000,2059.9999999651113,-51153.737100700266,301.2546929433247
1035000,2069.999999964875,-51849.779589742655,300.8267866938474
1040000,2079.9999999646384,-51586.207402034895,298.3213122851249
1045000,2089.999999964402,-51470.63028328892,298.9133391160116
1050000,2099.9999999641655,-51523.32168937405,295.25046786028463
1055000,2109.999999963929,-51525.09631491298,298.5809786037326
1060000,2119.9999999636925,-51632.590647962934,299.25771650428743
1065000,2129.999999963456,-51047.85083740167,295.12701704625675
1070000,2139.9999999632196,-51680.61317319781,302.384285702554
1075000,2149.999999962983,-51310.13640617402,295.6070767934034
1080000,2159.9999999627466,-51693.75100061411,297.09974683771395
1085000,2169.99999996251,-51711.29765947495,298.75674547632354
1090000,2179.9999999622737,-51357.489297376014,305.58236720989834
1095000,2189.9999999620372,-51473.100894933275,302.62234797229644
1100000,2199.9999999618008,-51236.5881615782,294.2136329100367
1105000,2209.9999999615643,-51495.55831368506,298.20687148834116
1110000,2219.999999961328,-51614.76415363312,297.09798363550004
1115000,2229.9999999610914,-51455.376829847024,301.9016677706344
1120000,2239.999999960855,-51199.794735501055,301.7580821013234
1125000,2249.9999999606184,-51450.542142426595,299.4943760951339
1130000,2259.999999960382,-51545.21114723355,299.06491918549506
1135000,2269.9999999601455,-51509.287832756556,297.47841390751853
1140000,2279.999999959909,-51207.25758324959,292.9609559610003
1145000,2289.9999999596726,-51726.27369962269,306.81375856426945
1150000,2299.999999959436,-50975.82269882638,295.3917158811831
1155000,2309.9999999591996,-51805.155656590825,296.76832797075963
1160000,2319.999999958963,-51664.94326468036,296.2872058614635
1165000,2329.9999999587267,-51715.080348034244,292.9453505154668
1170000,2339.99999995849,-51155.553656395874,305.15390142473507
1175000,2349.9999999582537,-51342.93394377714,298.73929267245467
1180000,2359.9999999580173,-51421.459693047684,290.23856107699095
1185000,2369.999999957781,-51589.70136884443,302.42847913447343
1190000,2379.9999999575443,-51201.87879209989,299.8073544804679
1195000,2389.999999957308,-51930.238875647105,292.87456158366564
1200000,2399.9999999570714,-51437.96499119216,303.87638511770695
1205000,2409.999999956835,-51362.434547058976,285.30672558737473
1210000,2419.9999999565985,-51542.070479411545,294.0115906088003
1215000,2429.999999956362,-51407.85193641641,295.1962862137211
1220000,2439.9999999561255,-51139.33598809043,295.83408278509677
1225000,2449.999999955889,-51109.05090251265,296.8373801762957
1230000,2459.9999999556526,-51238.739486407896,301.00398196840433
1235000,2469.999999955416,-51461.986242055544,300.09500981713524
1240000,2479.9999999551796,-51594.341720022814,310.1380080477378
1245000,2489.999999954943,-51516.27609785288,298.7917559763131
1250000,2499.9999999547067,-51872.4635579999,300.08173083964203
1255000,2509.9999999544702,-51388.408350996906,305.6418990149254
1260000,2519.9999999542338,-51718.170430550235,294.5525316434787
1265000,2529.9999999539973,-51323.43672922725,298.5939377314974
1270000,2539.999999953761,-51397.80500573697,299.80458195676533
1275000,2549.9999999535244,-51907.66215318424,299.587687710465
1280000,2559.999999953288,-51202.63953608356,296.68405713091425
1285000,2569.9999999530514,-51933.91751087361,297.11551537016817
1290000,2579.999999952815,-51246.44969815176,303.33686751160144
1295000,2589.9999999525785,-51355.8550614657,295.9278232516925
1300000,2599.999999952342,-51306.653852597985,304.2101792245839
1305000,2609.9999999521056,-51529.3265076282,295.37068597016975
1310000,2619.999999951869,-51773.10196934288,292.8913295786779
1315000,2629.9999999516326,-51827.61148693386,299.34852270924785
1320000,2639.999999951396,-50825.62262765659,298.2851320641643
1325000,2649.9999999511597,-51087.00327844743,295.12716259545346
1330000,2659.999999950923,-51702.39489714382,300.8554720259476
1335000,2669.9999999506867,-51605.38106646828,302.36549396279526
1340000,2679.9999999504503,-51286.629435145354,300.6863915129313
1345000,2689.999999950214,-51704.862187936786,298.70015600287684
1350000,2699.9999999499773,-51378.63225965912,298.3899230489444
1355000,2709.999999949741,-51376.249689932825,301.118191055631
1360000,2719.9999999495044,-50945.25488553298,303.11702957475194
1365000,2729.999999949268,-51300.74857490562,301.6822522162291
1370000,2739.9999999490315,-51376.33736711391,299.82602126354965
1375000,2749.999999948795,-51677.62041308137,299.65734316469315
1380000,2759.9999999485585,-51561.03180095932,296.4982152942848
1385000,2769.999999948322,-51426.29110699086,307.7072204311658
1390000,2779.9999999480856,-51347.79644797713,289.14785488954385
1395000,2789.999999947849,-51319.103612210805,300.3496474309995
1400000,2799.9999999476127,-51408.00810809978,302.3811160312575
1405000,2809.999999947376,-51153.21781495458,306.00585993350586
1410000,2819.9999999471397,-51587.41658160288,308.2423611146269
1415000,2829.9999999469032,-51417.25120887568,298.85723493886127
1420000,2839.999999946667,-51894.613144647854,301.16598721213813
1425000,2849.9999999464303,-51142.55840697209,300.0293342519772
1430000,2859.999999946194,-51395.89784015095,290.84601748092473
1435000,2869.9999999459574,-51535.56330602951,298.9168898573507
1440000,2879.999999945721,-51511.04460697179,303.52630233319564
1445000,2889.9999999454844,-51199.33890669746,295.65642771177374
1450000,2899.999999945248,-51674.363846765744,291.54515784959676
1455000,2909.9999999450115,-51564.05370326404,297.4154721936816
1460000,2919.999999944775,-51670.15412419752,291.58113653807567
1465000,2929.9999999445386,-51326.405453653715,294.9527608937432
1470000,2939.999999944302,-51104.965887596656,285.383899209852
1475000,2949.9999999440656,-51479.50212398544,302.1900322213685
1480000,2959.999999943829,-51678.79255672527,301.6193155207456
1485000,2969.9999999435927,-51349.15111571207,293.2929355399262
1490000,2979.999999943356,-51400.35094166393,299.18201612649733
1495000,2989.9999999431197,-50725.61667927119,300.3417456982014
1500000,2999.9999999428833,-51110.374352649436,306.6794568107652
1505000,3009.999999942647,-51474.28610328655,302.89651654263855
1510000,3019.9999999424103,-51888.74422651771,290.80177751354364
1515000,3029.999999942174,-51361.22302520208,290.03134749512253
1520000,3039.9999999419374,-51618.219819119346,290.099259859093
1525000,3049.999999941701,-51747.659467454214,296.6773448189606
1530000,3059.9999999414645,-51147.132727268414,300.0294606718903
1535000,3069.999999941228,-51779.64727006666,296.2818273672734
1540000,3079.9999999409915,-51340.97670337849,297.0054900721999
1545000,3089.999999940755,-51660.90563439825,295.5830996269761
1550000,3099.9999999405186,-51514.70446315341,297.1752601756462
1555000,3109.999999940282,-51495.199300308304,304.7962944047979
1560000,3119.9999999400457,-51411.0708877288,306.23657690832493
1565000,3129.999999939809,-51547.45141289849,288.385568553688
1570000,3139.9999999395727,-51530.16962112958,297.4640644876106
1575000,3149.9999999393362,-51343.8311134488,301.93861170237017
1580000,3159.9999999391,-51284.248439310235,297.43659272040395
1585000,3169.9999999388633,-51371.6572212904,290.1685554912182
1590000,3179.999999938627,-51780.27365745214,299.92549333487335
1595000,3189.9999999383904,-51504.63911481894,295.7124425683983
1600000,3199.999999938154,-51544.26824045187,297.40128477229655
1605000,3209.9999999379174,-51513.26316675253,293.89770615680345
1610000,3219.999999937681,-51285.497895636654,298.88504540863204
1615000,3229.9999999374445,-51540.2931414069,301.418371377033
1620000,3239.999999937208,-51296.25745837201,293.83645100990753
1625000,3249.9999999369716,-51482.258802148164,304.0017068137554
1630000,3259.999999936735,-51831.8873441178,304.52305334842936
1635000,3269.9999999364986,-51578.82079666617,299.351471114459
1640000,3279.999999936262,-51623.27003214799,286.8052057323687
1645000,3289.9999999360257,-51441.157766692195,297.11095391094386
1650000,3299.999999935789,-51457.354913566815,295.8595926711733
1655000,3309.9999999355528,-51558.36933604261,292.50395442560404
1660000,3319.9999999353163,-51823.33091778611,295.3381268640634
1665000,3329.99999993508,-51303.5800281101,297.96221154881084
1670000,3339.9999999348433,-51688.000136402086,296.88447325392116
1675000,3349.999999934607,-51541.45979152262,301.1359255138081
1680000,3359.9999999343704,-51796.893843580416,302.7470505533121
1685000,3369.999999934134,-51352.63045670485,295.71838008486793
1690000,3379.9999999338975,-51550.170496212086,298.77691922685443
1695000,3389.999999933661,-51386.72194967442,295.88218182583194
1700000,3399.9999999334245,-51765.936102146836,298.79969870305183
1705000,3409.999999933188,-51732.943638371595,306.9769035207656
1710000,3419.9999999329516,-51444.9843633656,306.6689684393848
1715000,3429.999999932715,-51061.8295016223,300.8600047925352
1720000,3439.9999999324787,-51563.54561106462,294.40456321403366
1725000,3449.999999932242,-51494.313407892594,298.09971274874295
1730000,3459.9999999320057,-51252.33732059985,294.44014544609416
1735000,3469.9999999317693,-51270.48156692731,300.7377590788705
1740000,3479.999999931533,-51444.878997375694,298.6290089929157
1745000,3489.9999999312963,-51735.93384100546,291.2820909604859
1750000,3499.99999993106,-51779.09687678321,301.4997975780173
1755000,3509.9999999308234,-50947.53845831205,301.1568224086927
1760000,3519.999999930587,-51506.59546816375,303.4851866161901
1765000,3529.9999999303504,-51311.45871559513,293.3863899758037
1770000,3539.999999930114,-51364.59743899829,310.35637231131847
1775000,3549.9999999298775,-51275.81717015273,297.30409324338916
1780000,3559.999999929641,-51085.59604546873,299.5730775163968
1785000,3569.9999999294046,-51215.46318040497,300.6325488814438
1790000,3579.999999929168,-51645.475315253105,301.1347188950076
1795000,3589.9999999289316,-51417.14337267613,300.63792584235995
1800000,3599.999999928695,-51573.177397685125,293.86911407894434
1805000,3609.9999999284587,-51259.11610323991,299.9173343498035
1810000,3619.999999928222,-51475.67879185692,301.824027401151
1815000,3629.9999999279858,-51645.87641316507,298.51563496473887
1820000,3639.9999999277493,-51050.306525943626,304.1938951620983
1825000,3649.999999927513,-51304.93140271338,296.65778465043013
1830000,3659.9999999272763,-51771.07281710135,295.0524568102778
1835000,3669.99999992704,-51221.76571067868,299.4396464378267
1840000,3679.9999999268034,-51545.93504001701,300.60545859837316
1845000,3689.999999926567,-51642.11368824312,301.8181917220827
1850000,3699.9999999263305,-51155.05225861835,301.1174036805697
1855000,3709.999999926094,-51423.502603698755,298.8342311218874
1860000,3719.9999999258575,-51126.168983990065,305.11101226487233
1865000,3729.999999925621,-51453.418419599795,293.42205018804043
1870000,3739.9999999253846,-51606.73386050918,302.67941698874444
1875000,3749.999999925148,-51354.31408011404,301.1718969518974
1880000,3759.9999999249117,-51624.67969606249,303.34023131155624
1885000,3769.999999924675,-51521.070840134926,293.6916992194914
1890000,3779.9999999244387,-51744.257392201835,301.3197000435267
1895000,3789.9999999242023,-51952.603207864886,306.84967716096463
1900000,3799.999999923966,-51844.12553489258,301.4968166951518
1905000,3809.9999999237293,-51404.06954529742,290.26692180743333
1910000,3819.999999923493,-51594.84927321848,290.1599737053402
1915000,3829.9999999232564,-51608.58956590516,291.68992235940624
1920000,3839.99999992302,-51597.64250504659,295.4096353558681
1925000,3849.9999999227834,-51515.0375563094,292.73917709098856
1930000,3859.999999922547,-51140.38951397664,295.7656623200519
1935000,3869.9999999223105,-51384.30793525389,292.06917940014273
1940000,3879.999999922074,-51261.48369762715,304.8707707035812
1945000,3889.9999999218376,-51524.146473329805,301.22664551231054
1950000,3899.999999921601,-51418.5166684236,299.9756113567399
1955000,3909.9999999213646,-51333.080185200466,306.11750602700744
1960000,3919.999999921128,-51485.10772186867,307.24438477991174
1965000,3929.9999999208917,-51485.549268029106,284.84661045516197
1970000,3939.9999999206552,-51067.022618265415,304.68812073484474
1975000,3949.9999999204188,-51791.32764989993,295.8051202259115
1980000,3959.9999999201823,-51896.77261490756,296.31368855785956
1985000,3969.999999919946,-51457.75844221056,298.86778360889076
1990000,3979.9999999197094,-51831.66178153263,297.46784218041137
1995000,3989.999999919473,-51332.7137913499,301.13296319326616
2000000,3999.9999999192364,-51290.303116382594,309.131532744046
2005000,4009.999999919,-50947.138685203245,297.0884974323068
2010000,4019.9999999187635,-51679.89811870811,299.4997629330168
2015000,4029.999999918527,-51768.09781865758,293.7085798441599
2020000,4039.9999999182905,-51784.06617936332,299.4958231735522
2025000,4049.999999918054,-51510.98106979887,294.66942029076887
2030000,4059.9999999178176,-51522.22121567934,302.6715442973926
2035000,4069.999999917581,-51396.33467377929,292.38276195956286
2040000,4079.9999999173447,-51615.93366470543,300.4300532890395
2045000,4089.999999917108,-51322.918722992705,297.98929590613886
2050000,4099.999999917781,-51223.68072378228,296.0943863877116
2055000,4109.999999919818,-51250.5037005021,292.3929765502565
2060000,4119.999999921855,-51192.438871300896,301.96710226672394
2065000,4129.999999923893,-51496.66093195643,291.1760896272517
2070000,4139.99999992593,-51799.34175599061,300.95370200677263
2075000,4149.999999927967,-51346.60892917661,297.09494025703725
2080000,4159.999999930004,-51589.62640116975,300.1053812697145
2085000,4169.999999932042,-51264.95114724187,298.86579200596236
2090000,4179.999999934079,-50994.891268053325,296.9165732200776
2095000,4189.999999936116,-51159.13283217931,296.94162177134325
2100000,4199.999999938153,-51447.17368218288,299.1194495823183
2105000,4209.999999940191,-51563.21179854724,299.28707196143097
2110000,4219.999999942228,-51440.147966547665,292.6307984606426
2115000,4229.999999944265,-51337.616664661095,294.54251982219984
2120000,4239.9999999463025,-51463.65100977747,291.613742694639
2125000,4249.99999994834,-51544.25567489574,287.92913653663214
2130000,4259.999999950377,-51262.19588071079,295.10954186470565
2135000,4269.999999952414,-51558.0362363891,297.68137053437016
2140000,4279.999999954452,-51761.67317988322,297.6907521098026
2145000,4289.999999956489,-51342.59608648243,293.69675007207155
2150000,4299.999999958526,-51232.413215313776,303.41346260280824
2155000,4309.999999960563,-51472.80181189891,298.55077016281894
2160000,4319.999999962601,-51557.22189391928,305.31939630240345
2165000,4329.999999964638,-51307.07582356164,294.4733905257079
2170000,4339.999999966675,-51352.1053591033,310.5236470557141
2175000,4349.9999999687125,-51376.84869742941,305.8217751839301
2180000,4359.99999997075,-51283.3018660876,299.9244800728554
2185000,4369.999999972787,-51220.63453811864,300.3980910893077
2190000,4379.999999974824,-51274.77960788715,290.69537442110476
2195000,4389.999999976862,-51472.24181103939,300.99537082147907
2200000,4399.999999978899,-51698.77631305542,295.44161258623564
2205000,4409.999999980936,-51301.04115860327,300.65931667345814
2210000,4419.999999982973,-51084.21191905977,297.8874141607693
2215000,4429.999999985011,-51646.34535608912,287.83066674628043
2220000,4439.999999987048,-51393.84854980439,304.4101769447411
2225000,4449.999999989085,-51450.29947017046,310.7488074093636
2230000,4459.999999991122,-51563.87554199912,306.03720268649965
2235000,4469.99999999316,-51618.24888246547,295.92866347750044
2240000,4479.999999995197,-51409.80836457305,296.1249238721236
2245000,4489.999999997234,-51906.27260270712,297.08961764990477
2250000,4499.9999999992715,-51373.167182694946,299.2050527942814
2255000,4510.000000001309,-51317.71479831202,296.8197025493936
2260000,4520.000000003346,-51785.24997352253,299.030222684893
2265000,4530.000000005383,-51453.054158898216,295.1076241603149
2270000,4540.000000007421,-51635.93088285168,301.0170195071274
2275000,4550.000000009458,-51928.75540790058,293.5587450604379
2280000,4560.000000011495,-51627.33090362337,292.5883121409915
2285000,4570.000000013532,-51582.67410316077,289.7358736498143
2290000,4580.00000001557,-51343.00507757775,291.20408649494124
2295000,4590.000000017607,-51178.33726184908,306.2140551758265
2300000,4600.000000019644,-51333.58467704398,295.1245061002062
2305000,4610.000000021681,-51543.66325577762,285.7871107510881
2310000,4620.000000023719,-50971.82801126456,297.2340526212998
2315000,4630.000000025756,-51777.01560221083,298.1872772794857
2320000,4640.000000027793,-51406.93390192746,296.2900562403266
2325000,4650.0000000298305,-51432.98461988426,295.90697754521665
2330000,4660.000000031868,-51023.00485013175,303.16568787690676
2335000,4670.000000033905,-51866.53779140499,306.89463040826405
2340000,4680.000000035942,-51401.293626542,298.72282832861174
2345000,4690.00000003798,-51381.33612728998,299.34732534150766
2350000,4700.000000040017,-51420.711615540815,296.7017022015871
2355000,4710.000000042054,-51126.526565760636,301.7206375198842
2360000,4720.000000044091,-51421.917842919735,298.2512724029503
2365000,4730.000000046129,-51140.74493468707,298.7553847267511
2370000,4740.000000048166,-51306.464603966975,303.33470428941223
2375000,4750.000000050203,-51443.67450858696,301.12451208461084
2380000,4760.0000000522405,-51644.8728015142,302.96347834968384
2385000,4770.000000054278,-51476.90005277304,298.93441139215724
2390000,4780.000000056315,-51642.442748877365,297.3221168650033
2395000,4790.000000058352,-51593.57886291633,304.4258398269476
2400000,4800.0000000603895,-51676.78926618348,295.04651465901225
2405000,4810.000000062427,-51489.09112415367,292.6538182499864
